Date,Activity,HappyGrumpyScore,Happy,Grumpy,Neutral,EmotionLevel,Balance
2015-10-25,35455,42.8820814874,0.428973132823,0.000152317949526,0.570874549227,42,99
2015-10-26,58789,52.7844397666,0.527875510146,3.11124805327e-05,0.472093377373,52,99
2015-10-27,36075,21.5320303397,0.215800073108,0.000479769710539,0.783720157182,21,99
2015-10-28,24321,3.47401618433,0.0347401618433,0.0,0.965259838157,3,100
2015-10-29,63780,45.834726281,0.460331316264,0.00198405345395,0.537684630282,46,99
2015-10-30,3439,0.570622191741,0.00596858180083,0.000262359883425,0.993769058316,0,91
2015-10-31,28154,17.1270334238,0.174801500428,0.00353116618942,0.821667333383,17,96
2015-11-01,37289,38.052001575,0.445849610729,0.0653295949795,0.488820794292,51,74
